Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths,Last_Data_Refresh
Death,2014,Place of Residence,Sonoma,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,20 - 24 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sonoma,25 - 29 years,No,21,06/10/2021
Death,2014,Place of Residence,Sonoma,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,25 - 29 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sonoma,30 - 34 years,No,21,06/10/2021
Death,2014,Place of Residence,Sonoma,30 - 34 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,30 - 34 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,35 - 39 years,No,32,06/10/2021
Death,2014,Place of Residence,Sonoma,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,35 - 39 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,40 - 44 years,No,32,06/10/2021
Death,2014,Place of Residence,Sonoma,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,40 - 44 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,45 - 49 years,No,65,06/10/2021
Death,2014,Place of Residence,Sonoma,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,50 - 54 years,No,133,06/10/2021
Death,2014,Place of Residence,Sonoma,50 - 54 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,55 - 59 years,No,171,06/10/2021
Death,2014,Place of Residence,Sonoma,55 - 59 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,55 - 59 years,Yes,13,06/10/2021
Death,2014,Place of Residence,Sonoma,60 - 64 years,No,233,06/10/2021
Death,2014,Place of Residence,Sonoma,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,60 - 64 years,Yes,31,06/10/2021
Death,2014,Place of Residence,Sonoma,65 - 69 years,No,239,06/10/2021
Death,2014,Place of Residence,Sonoma,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,65 - 69 years,Yes,89,06/10/2021
Death,2014,Place of Residence,Sonoma,70 - 74 years,No,255,06/10/2021
Death,2014,Place of Residence,Sonoma,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,70 - 74 years,Yes,87,06/10/2021
Death,2014,Place of Residence,Sonoma,75 - 79 years,No,252,06/10/2021
Death,2014,Place of Residence,Sonoma,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,75 - 79 years,Yes,111,06/10/2021
Death,2014,Place of Residence,Sonoma,80 - 84 years,No,303,06/10/2021
Death,2014,Place of Residence,Sonoma,80 - 84 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,80 - 84 years,Yes,164,06/10/2021
Death,2014,Place of Residence,Sonoma,85 - 89 years,No,430,06/10/2021
Death,2014,Place of Residence,Sonoma,85 - 89 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,85 - 89 years,Yes,212,06/10/2021
Death,2014,Place of Residence,Sonoma,90 - 94 years,No,395,06/10/2021
Death,2014,Place of Residence,Sonoma,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,90 - 94 years,Yes,192,06/10/2021
Death,2014,Place of Residence,Sonoma,95 - 99 years,No,177,06/10/2021
Death,2014,Place of Residence,Sonoma,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,95 - 99 years,Yes,79,06/10/2021
Death,2014,Place of Residence,Sonoma,100 years and over,No,55,06/10/2021
Death,2014,Place of Residence,Sonoma,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sonoma,100 years and over,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,Less than 1 year,No,36,06/10/2021
Death,2014,Place of Residence,Stanislaus,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,1 - 4 years,No,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,10 - 14 years,No,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,15 - 19 years,No,20,06/10/2021
Death,2014,Place of Residence,Stanislaus,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,20 - 24 years,No,25,06/10/2021
Death,2014,Place of Residence,Stanislaus,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,20 - 24 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,25 - 29 years,No,29,06/10/2021
Death,2014,Place of Residence,Stanislaus,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,25 - 29 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,30 - 34 years,No,44,06/10/2021
Death,2014,Place of Residence,Stanislaus,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,30 - 34 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,35 - 39 years,No,54,06/10/2021
Death,2014,Place of Residence,Stanislaus,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,35 - 39 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,40 - 44 years,No,74,06/10/2021
Death,2014,Place of Residence,Stanislaus,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,40 - 44 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,45 - 49 years,No,106,06/10/2021
Death,2014,Place of Residence,Stanislaus,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,50 - 54 years,No,145,06/10/2021
Death,2014,Place of Residence,Stanislaus,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,50 - 54 years,Yes,13,06/10/2021
Death,2014,Place of Residence,Stanislaus,55 - 59 years,No,252,06/10/2021
Death,2014,Place of Residence,Stanislaus,55 - 59 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,55 - 59 years,Yes,24,06/10/2021
Death,2014,Place of Residence,Stanislaus,60 - 64 years,No,261,06/10/2021
Death,2014,Place of Residence,Stanislaus,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,60 - 64 years,Yes,49,06/10/2021
Death,2014,Place of Residence,Stanislaus,65 - 69 years,No,244,06/10/2021
Death,2014,Place of Residence,Stanislaus,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,65 - 69 years,Yes,78,06/10/2021
Death,2014,Place of Residence,Stanislaus,70 - 74 years,No,281,06/10/2021
Death,2014,Place of Residence,Stanislaus,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,70 - 74 years,Yes,72,06/10/2021
Death,2014,Place of Residence,Stanislaus,75 - 79 years,No,323,06/10/2021
Death,2014,Place of Residence,Stanislaus,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,75 - 79 years,Yes,119,06/10/2021
Death,2014,Place of Residence,Stanislaus,80 - 84 years,No,342,06/10/2021
Death,2014,Place of Residence,Stanislaus,80 - 84 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,80 - 84 years,Yes,142,06/10/2021
Death,2014,Place of Residence,Stanislaus,85 - 89 years,No,386,06/10/2021
Death,2014,Place of Residence,Stanislaus,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,85 - 89 years,Yes,147,06/10/2021
Death,2014,Place of Residence,Stanislaus,90 - 94 years,No,263,06/10/2021
Death,2014,Place of Residence,Stanislaus,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,90 - 94 years,Yes,109,06/10/2021
Death,2014,Place of Residence,Stanislaus,95 - 99 years,No,131,06/10/2021
Death,2014,Place of Residence,Stanislaus,95 - 99 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,95 - 99 years,Yes,24,06/10/2021
Death,2014,Place of Residence,Stanislaus,100 years and over,No,35,06/10/2021
Death,2014,Place of Residence,Stanislaus,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Stanislaus,100 years and over,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,Less than 1 year,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,1 - 4 years,No,0,06/10/2021
Death,2014,Place of Residence,Sutter,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,5 - 9 years,No,0,06/10/2021
Death,2014,Place of Residence,Sutter,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,10 - 14 years,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,15 - 19 years,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,20 - 24 years,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,20 - 24 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,25 - 29 years,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,25 - 29 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,30 - 34 years,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,30 - 34 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,35 - 39 years,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Sutter,40 - 44 years,No,14,06/10/2021
Death,2014,Place of Residence,Sutter,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,40 - 44 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,45 - 49 years,No,18,06/10/2021
Death,2014,Place of Residence,Sutter,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,50 - 54 years,No,25,06/10/2021
Death,2014,Place of Residence,Sutter,50 - 54 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sutter,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,55 - 59 years,No,47,06/10/2021
Death,2014,Place of Residence,Sutter,55 - 59 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,55 - 59 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,60 - 64 years,No,49,06/10/2021
Death,2014,Place of Residence,Sutter,60 - 64 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,60 - 64 years,Yes,12,06/10/2021
Death,2014,Place of Residence,Sutter,65 - 69 years,No,51,06/10/2021
Death,2014,Place of Residence,Sutter,65 - 69 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,65 - 69 years,Yes,18,06/10/2021
Death,2014,Place of Residence,Sutter,70 - 74 years,No,48,06/10/2021
Death,2014,Place of Residence,Sutter,70 - 74 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,70 - 74 years,Yes,18,06/10/2021
Death,2014,Place of Residence,Sutter,75 - 79 years,No,61,06/10/2021
Death,2014,Place of Residence,Sutter,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Sutter,75 - 79 years,Yes,27,06/10/2021
Death,2014,Place of Residence,Sutter,80 - 84 years,No,68,06/10/2021
Death,2014,Place of Residence,Sutter,80 - 84 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,80 - 84 years,Yes,39,06/10/2021
Death,2014,Place of Residence,Sutter,85 - 89 years,No,59,06/10/2021
Death,2014,Place of Residence,Sutter,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,85 - 89 years,Yes,27,06/10/2021
Death,2014,Place of Residence,Sutter,90 - 94 years,No,61,06/10/2021
Death,2014,Place of Residence,Sutter,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,90 - 94 years,Yes,17,06/10/2021
Death,2014,Place of Residence,Sutter,95 - 99 years,No,26,06/10/2021
Death,2014,Place of Residence,Sutter,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,95 - 99 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Sutter,100 years and over,No,<11,06/10/2021
Death,2014,Place of Residence,Sutter,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Sutter,100 years and over,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,Less than 1 year,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,1 - 4 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,10 - 14 years,No,0,06/10/2021
Death,2014,Place of Residence,Tehama,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,15 - 19 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,20 - 24 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,20 - 24 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,25 - 29 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,25 - 29 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tehama,30 - 34 years,No,13,06/10/2021
Death,2014,Place of Residence,Tehama,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,30 - 34 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,35 - 39 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,40 - 44 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,40 - 44 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tehama,45 - 49 years,No,17,06/10/2021
Death,2014,Place of Residence,Tehama,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tehama,50 - 54 years,No,28,06/10/2021
Death,2014,Place of Residence,Tehama,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tehama,55 - 59 years,No,37,06/10/2021
Death,2014,Place of Residence,Tehama,55 - 59 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,55 - 59 years,Yes,12,06/10/2021
Death,2014,Place of Residence,Tehama,60 - 64 years,No,39,06/10/2021
Death,2014,Place of Residence,Tehama,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tehama,60 - 64 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tehama,65 - 69 years,No,46,06/10/2021
Death,2014,Place of Residence,Tehama,65 - 69 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,65 - 69 years,Yes,27,06/10/2021
Death,2014,Place of Residence,Tehama,70 - 74 years,No,61,06/10/2021
Death,2014,Place of Residence,Tehama,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tehama,70 - 74 years,Yes,27,06/10/2021
Death,2014,Place of Residence,Tehama,75 - 79 years,No,66,06/10/2021
Death,2014,Place of Residence,Tehama,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tehama,75 - 79 years,Yes,29,06/10/2021
Death,2014,Place of Residence,Tehama,80 - 84 years,No,57,06/10/2021
Death,2014,Place of Residence,Tehama,80 - 84 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,80 - 84 years,Yes,30,06/10/2021
Death,2014,Place of Residence,Tehama,85 - 89 years,No,55,06/10/2021
Death,2014,Place of Residence,Tehama,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,85 - 89 years,Yes,32,06/10/2021
Death,2014,Place of Residence,Tehama,90 - 94 years,No,33,06/10/2021
Death,2014,Place of Residence,Tehama,90 - 94 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tehama,90 - 94 years,Yes,18,06/10/2021
Death,2014,Place of Residence,Tehama,95 - 99 years,No,18,06/10/2021
Death,2014,Place of Residence,Tehama,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,95 - 99 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tehama,100 years and over,No,<11,06/10/2021
Death,2014,Place of Residence,Tehama,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tehama,100 years and over,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,Less than 1 year,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,1 - 4 years,No,0,06/10/2021
Death,2014,Place of Residence,Trinity,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,5 - 9 years,No,0,06/10/2021
Death,2014,Place of Residence,Trinity,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,10 - 14 years,No,0,06/10/2021
Death,2014,Place of Residence,Trinity,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,15 - 19 years,No,0,06/10/2021
Death,2014,Place of Residence,Trinity,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,20 - 24 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,20 - 24 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,25 - 29 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,25 - 29 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,30 - 34 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,30 - 34 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,35 - 39 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,40 - 44 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,40 - 44 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,45 - 49 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,45 - 49 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,50 - 54 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,50 - 54 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Trinity,55 - 59 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,55 - 59 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,55 - 59 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,60 - 64 years,No,14,06/10/2021
Death,2014,Place of Residence,Trinity,60 - 64 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,60 - 64 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,65 - 69 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,65 - 69 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,65 - 69 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,70 - 74 years,No,12,06/10/2021
Death,2014,Place of Residence,Trinity,70 - 74 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,70 - 74 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,75 - 79 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Trinity,75 - 79 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,80 - 84 years,No,15,06/10/2021
Death,2014,Place of Residence,Trinity,80 - 84 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,80 - 84 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,85 - 89 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,85 - 89 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,90 - 94 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,90 - 94 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,95 - 99 years,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,95 - 99 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Trinity,100 years and over,No,<11,06/10/2021
Death,2014,Place of Residence,Trinity,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Trinity,100 years and over,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,Less than 1 year,No,43,06/10/2021
Death,2014,Place of Residence,Tulare,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,1 - 4 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tulare,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tulare,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,10 - 14 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tulare,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,15 - 19 years,No,15,06/10/2021
Death,2014,Place of Residence,Tulare,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,20 - 24 years,No,31,06/10/2021
Death,2014,Place of Residence,Tulare,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,20 - 24 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tulare,25 - 29 years,No,29,06/10/2021
Death,2014,Place of Residence,Tulare,25 - 29 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,25 - 29 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tulare,30 - 34 years,No,44,06/10/2021
Death,2014,Place of Residence,Tulare,30 - 34 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,30 - 34 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,35 - 39 years,No,36,06/10/2021
Death,2014,Place of Residence,Tulare,35 - 39 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tulare,40 - 44 years,No,69,06/10/2021
Death,2014,Place of Residence,Tulare,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,40 - 44 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tulare,45 - 49 years,No,90,06/10/2021
Death,2014,Place of Residence,Tulare,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tulare,50 - 54 years,No,134,06/10/2021
Death,2014,Place of Residence,Tulare,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tulare,55 - 59 years,No,149,06/10/2021
Death,2014,Place of Residence,Tulare,55 - 59 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,55 - 59 years,Yes,16,06/10/2021
