Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital,age_cat,marital_cat,Description
2020,Sacramento,85 - 89 years,Widowed,838,19,5,urban
2020,Sacramento,85 - 89 years,Divorced,240,19,1,urban
2020,Sacramento,85 - 89 years,Never Married,48,19,3,urban
2020,Sacramento,85 - 89 years,Unknown,6,19,4,urban
2020,Sacramento,90 - 94 years,Married (including SRDP),327,20,2,urban
2020,Sacramento,90 - 94 years,Widowed,1003,20,5,urban
2020,Sacramento,90 - 94 years,Divorced,150,20,1,urban
2020,Sacramento,90 - 94 years,Never Married,31,20,3,urban
2020,Sacramento,90 - 94 years,Unknown,6,20,4,urban
2020,Sacramento,95 - 99 years,Widowed,601,21,5,urban
2020,Sacramento,95 - 99 years,Divorced,50,21,1,urban
2020,Sacramento,95 - 99 years,Never Married,19,21,3,urban
2020,Sacramento,95 - 99 years,Unknown,6,21,4,urban
2020,Sacramento,95 - 99 years,Married (including SRDP),96,21,2,urban
2020,Sacramento,100 years and over,Married (including SRDP),6,22,2,urban
2020,Sacramento,100 years and over,Widowed,142,22,5,urban
2020,Sacramento,100 years and over,Divorced,12,22,1,urban
2020,Sacramento,100 years and over,Never Married,6,22,3,urban
2020,Sacramento,100 years and over,Unknown,0,22,4,urban
2020,San Benito,Less than 1 year,Married (including SRDP),0,1,2,rural
2020,San Benito,Less than 1 year,Widowed,0,1,5,rural
2020,San Benito,Less than 1 year,Divorced,0,1,1,rural
2020,San Benito,Less than 1 year,Never Married,6,1,3,rural
2020,San Benito,Less than 1 year,Unknown,0,1,4,rural
2020,San Benito,1 - 4 years,Married (including SRDP),0,2,2,rural
2020,San Benito,1 - 4 years,Widowed,0,2,5,rural
2020,San Benito,1 - 4 years,Divorced,0,2,1,rural
2020,San Benito,1 - 4 years,Never Married,6,2,3,rural
2020,San Benito,1 - 4 years,Unknown,0,2,4,rural
2020,San Benito,5 - 9 years,Married (including SRDP),0,3,2,rural
2020,San Benito,5 - 9 years,Widowed,0,3,5,rural
2020,San Benito,5 - 9 years,Divorced,0,3,1,rural
2020,San Benito,5 - 9 years,Never Married,0,3,3,rural
2020,San Benito,5 - 9 years,Unknown,0,3,4,rural
2020,San Benito,10 - 14 years,Married (including SRDP),0,4,2,rural
2020,San Benito,10 - 14 years,Widowed,0,4,5,rural
2020,San Benito,10 - 14 years,Divorced,0,4,1,rural
2020,San Benito,10 - 14 years,Never Married,6,4,3,rural
2020,San Benito,10 - 14 years,Unknown,0,4,4,rural
2020,San Benito,15 - 19 years,Married (including SRDP),0,5,2,rural
2020,San Benito,15 - 19 years,Widowed,0,5,5,rural
2020,San Benito,15 - 19 years,Divorced,0,5,1,rural
2020,San Benito,15 - 19 years,Never Married,6,5,3,rural
2020,San Benito,15 - 19 years,Unknown,0,5,4,rural
2020,San Benito,20 - 24 years,Married (including SRDP),0,6,2,rural
2020,San Benito,20 - 24 years,Widowed,0,6,5,rural
2020,San Benito,20 - 24 years,Divorced,0,6,1,rural
2020,San Benito,20 - 24 years,Never Married,6,6,3,rural
2020,San Benito,20 - 24 years,Unknown,0,6,4,rural
2020,San Benito,25 - 29 years,Married (including SRDP),0,7,2,rural
2020,San Benito,25 - 29 years,Widowed,0,7,5,rural
2020,San Benito,25 - 29 years,Divorced,0,7,1,rural
2020,San Benito,25 - 29 years,Never Married,6,7,3,rural
2020,San Benito,25 - 29 years,Unknown,0,7,4,rural
2020,San Benito,30 - 34 years,Married (including SRDP),0,8,2,rural
2020,San Benito,30 - 34 years,Widowed,0,8,5,rural
2020,San Benito,30 - 34 years,Divorced,6,8,1,rural
2020,San Benito,30 - 34 years,Never Married,6,8,3,rural
2020,San Benito,30 - 34 years,Unknown,0,8,4,rural
2020,San Benito,35 - 39 years,Married (including SRDP),6,9,2,rural
2020,San Benito,35 - 39 years,Widowed,0,9,5,rural
2020,San Benito,35 - 39 years,Divorced,6,9,1,rural
2020,San Benito,35 - 39 years,Never Married,6,9,3,rural
2020,San Benito,35 - 39 years,Unknown,0,9,4,rural
2020,San Benito,40 - 44 years,Married (including SRDP),6,10,2,rural
2020,San Benito,40 - 44 years,Widowed,6,10,5,rural
2020,San Benito,40 - 44 years,Divorced,6,10,1,rural
2020,San Benito,40 - 44 years,Never Married,6,10,3,rural
2020,San Benito,40 - 44 years,Unknown,0,10,4,rural
2020,San Benito,45 - 49 years,Married (including SRDP),6,11,2,rural
2020,San Benito,45 - 49 years,Widowed,0,11,5,rural
2020,San Benito,45 - 49 years,Divorced,6,11,1,rural
2020,San Benito,45 - 49 years,Never Married,6,11,3,rural
2020,San Benito,45 - 49 years,Unknown,0,11,4,rural
2020,San Benito,50 - 54 years,Married (including SRDP),6,12,2,rural
2020,San Benito,50 - 54 years,Widowed,0,12,5,rural
2020,San Benito,50 - 54 years,Divorced,6,12,1,rural
2020,San Benito,50 - 54 years,Never Married,6,12,3,rural
2020,San Benito,50 - 54 years,Unknown,0,12,4,rural
2020,San Benito,55 - 59 years,Married (including SRDP),13,13,2,rural
2020,San Benito,55 - 59 years,Widowed,0,13,5,rural
2020,San Benito,55 - 59 years,Divorced,6,13,1,rural
2020,San Benito,55 - 59 years,Never Married,6,13,3,rural
2020,San Benito,55 - 59 years,Unknown,0,13,4,rural
2020,San Benito,60 - 64 years,Married (including SRDP),18,14,2,rural
2020,San Benito,60 - 64 years,Widowed,0,14,5,rural
2020,San Benito,60 - 64 years,Divorced,11,14,1,rural
2020,San Benito,60 - 64 years,Never Married,6,14,3,rural
2020,San Benito,60 - 64 years,Unknown,0,14,4,rural
2020,San Benito,65 - 69 years,Married (including SRDP),27,15,2,rural
2020,San Benito,65 - 69 years,Widowed,6,15,5,rural
2020,San Benito,65 - 69 years,Divorced,6,15,1,rural
2020,San Benito,65 - 69 years,Never Married,6,15,3,rural
2020,San Benito,65 - 69 years,Unknown,6,15,4,rural
2020,San Benito,70 - 74 years,Married (including SRDP),19,16,2,rural
2020,San Benito,70 - 74 years,Widowed,6,16,5,rural
2020,San Benito,70 - 74 years,Divorced,6,16,1,rural
2020,San Benito,70 - 74 years,Never Married,6,16,3,rural
2020,San Benito,70 - 74 years,Unknown,0,16,4,rural
2020,San Benito,75 - 79 years,Married (including SRDP),19,17,2,rural
2020,San Benito,75 - 79 years,Widowed,11,17,5,rural
2020,San Benito,75 - 79 years,Divorced,6,17,1,rural
2020,San Benito,75 - 79 years,Never Married,6,17,3,rural
2020,San Benito,75 - 79 years,Unknown,6,17,4,rural
2020,San Benito,80 - 84 years,Married (including SRDP),25,18,2,rural
2020,San Benito,80 - 84 years,Widowed,24,18,5,rural
2020,San Benito,80 - 84 years,Divorced,6,18,1,rural
2020,San Benito,80 - 84 years,Never Married,6,18,3,rural
2020,San Benito,80 - 84 years,Unknown,0,18,4,rural
2020,San Benito,85 - 89 years,Married (including SRDP),22,19,2,rural
2020,San Benito,85 - 89 years,Widowed,26,19,5,rural
2020,San Benito,85 - 89 years,Divorced,6,19,1,rural
2020,San Benito,85 - 89 years,Never Married,6,19,3,rural
2020,San Benito,85 - 89 years,Unknown,0,19,4,rural
2020,San Benito,90 - 94 years,Married (including SRDP),17,20,2,rural
2020,San Benito,90 - 94 years,Widowed,29,20,5,rural
2020,San Benito,90 - 94 years,Divorced,6,20,1,rural
2020,San Benito,90 - 94 years,Never Married,6,20,3,rural
2020,San Benito,90 - 94 years,Unknown,0,20,4,rural
2020,San Benito,95 - 99 years,Married (including SRDP),6,21,2,rural
2020,San Benito,95 - 99 years,Widowed,13,21,5,rural
2020,San Benito,95 - 99 years,Divorced,6,21,1,rural
2020,San Benito,95 - 99 years,Never Married,6,21,3,rural
2020,San Benito,95 - 99 years,Unknown,0,21,4,rural
2020,San Benito,100 years and over,Married (including SRDP),0,22,2,rural
2020,San Benito,100 years and over,Widowed,6,22,5,rural
2020,San Benito,100 years and over,Divorced,0,22,1,rural
2020,San Benito,100 years and over,Never Married,0,22,3,rural
2020,San Benito,100 years and over,Unknown,0,22,4,rural
2020,San Bernardino,Less than 1 year,Married (including SRDP),0,1,2,urban
2020,San Bernardino,Less than 1 year,Widowed,0,1,5,urban
2020,San Bernardino,Less than 1 year,Divorced,0,1,1,urban
2020,San Bernardino,Less than 1 year,Never Married,152,1,3,urban
2020,San Bernardino,Less than 1 year,Unknown,0,1,4,urban
2020,San Bernardino,1 - 4 years,Married (including SRDP),0,2,2,urban
2020,San Bernardino,1 - 4 years,Widowed,0,2,5,urban
2020,San Bernardino,1 - 4 years,Divorced,0,2,1,urban
2020,San Bernardino,1 - 4 years,Never Married,27,2,3,urban
2020,San Bernardino,1 - 4 years,Unknown,0,2,4,urban
2020,San Bernardino,5 - 9 years,Married (including SRDP),0,3,2,urban
2020,San Bernardino,5 - 9 years,Widowed,0,3,5,urban
2020,San Bernardino,5 - 9 years,Divorced,0,3,1,urban
2020,San Bernardino,5 - 9 years,Never Married,25,3,3,urban
2020,San Bernardino,5 - 9 years,Unknown,0,3,4,urban
2020,San Bernardino,10 - 14 years,Married (including SRDP),0,4,2,urban
2020,San Bernardino,10 - 14 years,Widowed,0,4,5,urban
2020,San Bernardino,10 - 14 years,Divorced,0,4,1,urban
2020,San Bernardino,10 - 14 years,Never Married,33,4,3,urban
2020,San Bernardino,10 - 14 years,Unknown,0,4,4,urban
2020,San Bernardino,15 - 19 years,Married (including SRDP),6,5,2,urban
2020,San Bernardino,15 - 19 years,Widowed,0,5,5,urban
2020,San Bernardino,15 - 19 years,Divorced,0,5,1,urban
2020,San Bernardino,15 - 19 years,Never Married,101,5,3,urban
2020,San Bernardino,15 - 19 years,Unknown,0,5,4,urban
2020,San Bernardino,20 - 24 years,Married (including SRDP),6,6,2,urban
2020,San Bernardino,20 - 24 years,Widowed,0,6,5,urban
2020,San Bernardino,20 - 24 years,Divorced,6,6,1,urban
2020,San Bernardino,20 - 24 years,Never Married,199,6,3,urban
2020,San Bernardino,20 - 24 years,Unknown,0,6,4,urban
2020,San Bernardino,25 - 29 years,Married (including SRDP),26,7,2,urban
2020,San Bernardino,25 - 29 years,Widowed,0,7,5,urban
2020,San Bernardino,25 - 29 years,Divorced,6,7,1,urban
2020,San Bernardino,25 - 29 years,Never Married,236,7,3,urban
2020,San Bernardino,25 - 29 years,Unknown,0,7,4,urban
2020,San Bernardino,30 - 34 years,Married (including SRDP),57,8,2,urban
2020,San Bernardino,30 - 34 years,Widowed,0,8,5,urban
2020,San Bernardino,30 - 34 years,Divorced,24,8,1,urban
2020,San Bernardino,30 - 34 years,Never Married,233,8,3,urban
2020,San Bernardino,30 - 34 years,Unknown,6,8,4,urban
2020,San Bernardino,35 - 39 years,Married (including SRDP),96,9,2,urban
2020,San Bernardino,35 - 39 years,Widowed,6,9,5,urban
2020,San Bernardino,35 - 39 years,Divorced,40,9,1,urban
2020,San Bernardino,35 - 39 years,Never Married,224,9,3,urban
2020,San Bernardino,35 - 39 years,Unknown,6,9,4,urban
2020,San Bernardino,40 - 44 years,Married (including SRDP),169,10,2,urban
2020,San Bernardino,40 - 44 years,Widowed,6,10,5,urban
2020,San Bernardino,40 - 44 years,Divorced,81,10,1,urban
2020,San Bernardino,40 - 44 years,Never Married,207,10,3,urban
2020,San Bernardino,40 - 44 years,Unknown,6,10,4,urban
2020,San Bernardino,45 - 49 years,Married (including SRDP),243,11,2,urban
2020,San Bernardino,45 - 49 years,Widowed,6,11,5,urban
2020,San Bernardino,45 - 49 years,Divorced,104,11,1,urban
2020,San Bernardino,45 - 49 years,Never Married,192,11,3,urban
2020,San Bernardino,45 - 49 years,Unknown,6,11,4,urban
2020,San Bernardino,50 - 54 years,Married (including SRDP),354,12,2,urban
2020,San Bernardino,50 - 54 years,Widowed,35,12,5,urban
2020,San Bernardino,50 - 54 years,Divorced,183,12,1,urban
2020,San Bernardino,50 - 54 years,Never Married,266,12,3,urban
2020,San Bernardino,50 - 54 years,Unknown,11,12,4,urban
2020,San Bernardino,55 - 59 years,Married (including SRDP),553,13,2,urban
2020,San Bernardino,55 - 59 years,Widowed,84,13,5,urban
2020,San Bernardino,55 - 59 years,Divorced,297,13,1,urban
2020,San Bernardino,55 - 59 years,Never Married,330,13,3,urban
2020,San Bernardino,55 - 59 years,Unknown,28,13,4,urban
2020,San Bernardino,60 - 64 years,Married (including SRDP),780,14,2,urban
2020,San Bernardino,60 - 64 years,Widowed,134,14,5,urban
2020,San Bernardino,60 - 64 years,Divorced,429,14,1,urban
2020,San Bernardino,60 - 64 years,Never Married,333,14,3,urban
2020,San Bernardino,60 - 64 years,Unknown,35,14,4,urban
2020,San Bernardino,65 - 69 years,Married (including SRDP),941,15,2,urban
2020,San Bernardino,65 - 69 years,Widowed,280,15,5,urban
2020,San Bernardino,65 - 69 years,Divorced,538,15,1,urban
2020,San Bernardino,65 - 69 years,Never Married,253,15,3,urban
2020,San Bernardino,65 - 69 years,Unknown,40,15,4,urban
2020,San Bernardino,70 - 74 years,Married (including SRDP),1055,16,2,urban
2020,San Bernardino,70 - 74 years,Widowed,391,16,5,urban
2020,San Bernardino,70 - 74 years,Divorced,484,16,1,urban
2020,San Bernardino,70 - 74 years,Never Married,206,16,3,urban
2020,San Bernardino,70 - 74 years,Unknown,37,16,4,urban
2020,San Bernardino,75 - 79 years,Married (including SRDP),939,17,2,urban
2020,San Bernardino,75 - 79 years,Widowed,588,17,5,urban
2020,San Bernardino,75 - 79 years,Divorced,439,17,1,urban
2020,San Bernardino,75 - 79 years,Never Married,146,17,3,urban
2020,San Bernardino,75 - 79 years,Unknown,24,17,4,urban
2020,San Bernardino,80 - 84 years,Married (including SRDP),853,18,2,urban
2020,San Bernardino,80 - 84 years,Widowed,862,18,5,urban
2020,San Bernardino,80 - 84 years,Divorced,344,18,1,urban
2020,San Bernardino,80 - 84 years,Never Married,94,18,3,urban
2020,San Bernardino,80 - 84 years,Unknown,15,18,4,urban
2020,San Bernardino,85 - 89 years,Married (including SRDP),601,19,2,urban
2020,San Bernardino,85 - 89 years,Widowed,1063,19,5,urban
2020,San Bernardino,85 - 89 years,Divorced,254,19,1,urban
2020,San Bernardino,85 - 89 years,Never Married,81,19,3,urban
2020,San Bernardino,85 - 89 years,Unknown,6,19,4,urban
2020,San Bernardino,90 - 94 years,Married (including SRDP),305,20,2,urban
2020,San Bernardino,90 - 94 years,Widowed,966,20,5,urban
2020,San Bernardino,90 - 94 years,Divorced,152,20,1,urban
2020,San Bernardino,90 - 94 years,Never Married,47,20,3,urban
2020,San Bernardino,90 - 94 years,Unknown,6,20,4,urban
2020,San Bernardino,95 - 99 years,Married (including SRDP),64,21,2,urban
2020,San Bernardino,95 - 99 years,Widowed,530,21,5,urban
2020,San Bernardino,95 - 99 years,Divorced,46,21,1,urban
2020,San Bernardino,95 - 99 years,Never Married,18,21,3,urban
2020,San Bernardino,95 - 99 years,Unknown,6,21,4,urban
2020,San Bernardino,100 years and over,Married (including SRDP),11,22,2,urban
2020,San Bernardino,100 years and over,Widowed,121,22,5,urban
2020,San Bernardino,100 years and over,Divorced,6,22,1,urban
2020,San Bernardino,100 years and over,Never Married,6,22,3,urban
2020,San Bernardino,100 years and over,Unknown,6,22,4,urban
2020,San Diego,Less than 1 year,Married (including SRDP),0,1,2,urban
2020,San Diego,Less than 1 year,Widowed,0,1,5,urban
2020,San Diego,Less than 1 year,Divorced,0,1,1,urban
2020,San Diego,Less than 1 year,Never Married,121,1,3,urban
2020,San Diego,Less than 1 year,Unknown,0,1,4,urban
2020,San Diego,1 - 4 years,Married (including SRDP),0,2,2,urban
2020,San Diego,1 - 4 years,Widowed,0,2,5,urban
2020,San Diego,1 - 4 years,Divorced,0,2,1,urban
2020,San Diego,1 - 4 years,Never Married,17,2,3,urban
2020,San Diego,1 - 4 years,Unknown,0,2,4,urban
2020,San Diego,5 - 9 years,Married (including SRDP),0,3,2,urban
2020,San Diego,5 - 9 years,Widowed,0,3,5,urban
2020,San Diego,5 - 9 years,Divorced,0,3,1,urban
2020,San Diego,5 - 9 years,Never Married,6,3,3,urban
2020,San Diego,5 - 9 years,Unknown,0,3,4,urban
2020,San Diego,10 - 14 years,Married (including SRDP),0,4,2,urban
2020,San Diego,10 - 14 years,Widowed,0,4,5,urban
2020,San Diego,10 - 14 years,Divorced,0,4,1,urban
2020,San Diego,10 - 14 years,Never Married,18,4,3,urban
2020,San Diego,10 - 14 years,Unknown,0,4,4,urban
2020,San Diego,15 - 19 years,Married (including SRDP),0,5,2,urban
2020,San Diego,15 - 19 years,Widowed,0,5,5,urban
2020,San Diego,15 - 19 years,Divorced,0,5,1,urban
2020,San Diego,15 - 19 years,Never Married,92,5,3,urban
2020,San Diego,15 - 19 years,Unknown,0,5,4,urban
2020,San Diego,20 - 24 years,Married (including SRDP),21,6,2,urban
2020,San Diego,20 - 24 years,Widowed,0,6,5,urban
2020,San Diego,20 - 24 years,Divorced,0,6,1,urban
2020,San Diego,20 - 24 years,Never Married,176,6,3,urban
2020,San Diego,20 - 24 years,Unknown,0,6,4,urban
2020,San Diego,25 - 29 years,Married (including SRDP),24,7,2,urban
2020,San Diego,25 - 29 years,Widowed,6,7,5,urban
2020,San Diego,25 - 29 years,Divorced,13,7,1,urban
2020,San Diego,25 - 29 years,Never Married,187,7,3,urban
2020,San Diego,25 - 29 years,Unknown,0,7,4,urban
2020,San Diego,30 - 34 years,Married (including SRDP),66,8,2,urban
2020,San Diego,30 - 34 years,Widowed,0,8,5,urban
2020,San Diego,30 - 34 years,Divorced,17,8,1,urban
2020,San Diego,30 - 34 years,Never Married,217,8,3,urban
2020,San Diego,30 - 34 years,Unknown,6,8,4,urban
2020,San Diego,35 - 39 years,Married (including SRDP),84,9,2,urban
2020,San Diego,35 - 39 years,Widowed,6,9,5,urban
2020,San Diego,35 - 39 years,Divorced,43,9,1,urban
2020,San Diego,35 - 39 years,Never Married,172,9,3,urban
2020,San Diego,35 - 39 years,Unknown,6,9,4,urban
2020,San Diego,40 - 44 years,Married (including SRDP),108,10,2,urban
2020,San Diego,40 - 44 years,Widowed,6,10,5,urban
2020,San Diego,40 - 44 years,Divorced,65,10,1,urban
2020,San Diego,40 - 44 years,Never Married,156,10,3,urban
2020,San Diego,40 - 44 years,Unknown,6,10,4,urban
2020,San Diego,45 - 49 years,Married (including SRDP),185,11,2,urban
2020,San Diego,45 - 49 years,Widowed,6,11,5,urban
2020,San Diego,45 - 49 years,Divorced,96,11,1,urban
2020,San Diego,45 - 49 years,Never Married,174,11,3,urban
2020,San Diego,45 - 49 years,Unknown,6,11,4,urban
2020,San Diego,50 - 54 years,Married (including SRDP),308,12,2,urban
2020,San Diego,50 - 54 years,Widowed,22,12,5,urban
2020,San Diego,50 - 54 years,Divorced,176,12,1,urban
2020,San Diego,50 - 54 years,Never Married,253,12,3,urban
2020,San Diego,50 - 54 years,Unknown,18,12,4,urban
2020,San Diego,55 - 59 years,Married (including SRDP),477,13,2,urban
2020,San Diego,55 - 59 years,Widowed,45,13,5,urban
2020,San Diego,55 - 59 years,Divorced,265,13,1,urban
2020,San Diego,55 - 59 years,Never Married,356,13,3,urban
2020,San Diego,55 - 59 years,Unknown,36,13,4,urban
2020,San Diego,60 - 64 years,Married (including SRDP),712,14,2,urban
2020,San Diego,60 - 64 years,Widowed,126,14,5,urban
2020,San Diego,60 - 64 years,Divorced,434,14,1,urban
2020,San Diego,60 - 64 years,Never Married,395,14,3,urban
2020,San Diego,60 - 64 years,Unknown,61,14,4,urban
2020,San Diego,65 - 69 years,Married (including SRDP),929,15,2,urban
2020,San Diego,65 - 69 years,Widowed,168,15,5,urban
2020,San Diego,65 - 69 years,Divorced,500,15,1,urban
2020,San Diego,65 - 69 years,Never Married,327,15,3,urban
2020,San Diego,65 - 69 years,Unknown,63,15,4,urban
2020,San Diego,70 - 74 years,Married (including SRDP),1184,16,2,urban
2020,San Diego,70 - 74 years,Widowed,318,16,5,urban
2020,San Diego,70 - 74 years,Divorced,637,16,1,urban
2020,San Diego,70 - 74 years,Never Married,282,16,3,urban
2020,San Diego,70 - 74 years,Unknown,67,16,4,urban
2020,San Diego,75 - 79 years,Married (including SRDP),1240,17,2,urban
2020,San Diego,75 - 79 years,Widowed,543,17,5,urban
2020,San Diego,75 - 79 years,Divorced,603,17,1,urban
2020,San Diego,75 - 79 years,Never Married,188,17,3,urban
2020,San Diego,75 - 79 years,Unknown,49,17,4,urban
2020,San Diego,80 - 84 years,Married (including SRDP),1313,18,2,urban
2020,San Diego,80 - 84 years,Widowed,1032,18,5,urban
2020,San Diego,80 - 84 years,Divorced,468,18,1,urban
2020,San Diego,80 - 84 years,Never Married,166,18,3,urban
2020,San Diego,80 - 84 years,Unknown,30,18,4,urban
2020,San Diego,85 - 89 years,Married (including SRDP),1278,19,2,urban
2020,San Diego,85 - 89 years,Widowed,1623,19,5,urban
2020,San Diego,85 - 89 years,Divorced,445,19,1,urban
2020,San Diego,85 - 89 years,Never Married,149,19,3,urban
2020,San Diego,85 - 89 years,Unknown,20,19,4,urban
2020,San Diego,90 - 94 years,Married (including SRDP),731,20,2,urban
2020,San Diego,90 - 94 years,Widowed,1965,20,5,urban
2020,San Diego,90 - 94 years,Divorced,304,20,1,urban
2020,San Diego,90 - 94 years,Never Married,119,20,3,urban
2020,San Diego,90 - 94 years,Unknown,6,20,4,urban
2020,San Diego,95 - 99 years,Married (including SRDP),217,21,2,urban
2020,San Diego,95 - 99 years,Widowed,1310,21,5,urban
2020,San Diego,95 - 99 years,Divorced,109,21,1,urban
2020,San Diego,95 - 99 years,Never Married,43,21,3,urban
2020,San Diego,95 - 99 years,Unknown,6,21,4,urban
2020,San Diego,100 years and over,Married (including SRDP),25,22,2,urban
2020,San Diego,100 years and over,Widowed,302,22,5,urban
2020,San Diego,100 years and over,Divorced,21,22,1,urban
2020,San Diego,100 years and over,Never Married,6,22,3,urban
2020,San Diego,100 years and over,Unknown,0,22,4,urban
2020,San Francisco,Less than 1 year,Married (including SRDP),0,1,2,urban
2020,San Francisco,Less than 1 year,Widowed,0,1,5,urban
2020,San Francisco,Less than 1 year,Divorced,0,1,1,urban
2020,San Francisco,Less than 1 year,Never Married,17,1,3,urban
2020,San Francisco,Less than 1 year,Unknown,0,1,4,urban
2020,San Francisco,1 - 4 years,Married (including SRDP),0,2,2,urban
2020,San Francisco,1 - 4 years,Widowed,0,2,5,urban
2020,San Francisco,1 - 4 years,Divorced,0,2,1,urban
2020,San Francisco,1 - 4 years,Never Married,6,2,3,urban
2020,San Francisco,1 - 4 years,Unknown,0,2,4,urban
2020,San Francisco,5 - 9 years,Married (including SRDP),0,3,2,urban
2020,San Francisco,5 - 9 years,Widowed,0,3,5,urban
2020,San Francisco,5 - 9 years,Divorced,0,3,1,urban
2020,San Francisco,5 - 9 years,Never Married,6,3,3,urban
2020,San Francisco,5 - 9 years,Unknown,0,3,4,urban
2020,San Francisco,10 - 14 years,Married (including SRDP),0,4,2,urban
2020,San Francisco,10 - 14 years,Widowed,0,4,5,urban
2020,San Francisco,10 - 14 years,Divorced,0,4,1,urban
2020,San Francisco,10 - 14 years,Never Married,6,4,3,urban
2020,San Francisco,10 - 14 years,Unknown,0,4,4,urban
2020,San Francisco,15 - 19 years,Married (including SRDP),0,5,2,urban
2020,San Francisco,15 - 19 years,Widowed,0,5,5,urban
2020,San Francisco,15 - 19 years,Divorced,0,5,1,urban
2020,San Francisco,15 - 19 years,Never Married,6,5,3,urban
2020,San Francisco,15 - 19 years,Unknown,0,5,4,urban
2020,San Francisco,20 - 24 years,Married (including SRDP),6,6,2,urban
2020,San Francisco,20 - 24 years,Widowed,0,6,5,urban
2020,San Francisco,20 - 24 years,Divorced,0,6,1,urban
2020,San Francisco,20 - 24 years,Never Married,37,6,3,urban
2020,San Francisco,20 - 24 years,Unknown,6,6,4,urban
2020,San Francisco,25 - 29 years,Married (including SRDP),6,7,2,urban
2020,San Francisco,25 - 29 years,Widowed,0,7,5,urban
2020,San Francisco,25 - 29 years,Divorced,6,7,1,urban
2020,San Francisco,25 - 29 years,Never Married,60,7,3,urban
2020,San Francisco,25 - 29 years,Unknown,6,7,4,urban
2020,San Francisco,30 - 34 years,Married (including SRDP),14,8,2,urban
2020,San Francisco,30 - 34 years,Widowed,0,8,5,urban
2020,San Francisco,30 - 34 years,Divorced,6,8,1,urban
2020,San Francisco,30 - 34 years,Never Married,58,8,3,urban
2020,San Francisco,30 - 34 years,Unknown,6,8,4,urban
2020,San Francisco,35 - 39 years,Married (including SRDP),24,9,2,urban
2020,San Francisco,35 - 39 years,Widowed,6,9,5,urban
2020,San Francisco,35 - 39 years,Divorced,13,9,1,urban
2020,San Francisco,35 - 39 years,Never Married,82,9,3,urban
2020,San Francisco,35 - 39 years,Unknown,11,9,4,urban
2020,San Francisco,40 - 44 years,Married (including SRDP),38,10,2,urban
2020,San Francisco,40 - 44 years,Widowed,0,10,5,urban
2020,San Francisco,40 - 44 years,Divorced,15,10,1,urban
2020,San Francisco,40 - 44 years,Never Married,71,10,3,urban
2020,San Francisco,40 - 44 years,Unknown,6,10,4,urban
2020,San Francisco,45 - 49 years,Married (including SRDP),40,11,2,urban
2020,San Francisco,45 - 49 years,Widowed,6,11,5,urban
2020,San Francisco,45 - 49 years,Divorced,28,11,1,urban
2020,San Francisco,45 - 49 years,Never Married,86,11,3,urban
2020,San Francisco,45 - 49 years,Unknown,14,11,4,urban
2020,San Francisco,50 - 54 years,Married (including SRDP),54,12,2,urban
2020,San Francisco,50 - 54 years,Widowed,6,12,5,urban
2020,San Francisco,50 - 54 years,Divorced,45,12,1,urban
2020,San Francisco,50 - 54 years,Never Married,125,12,3,urban
2020,San Francisco,50 - 54 years,Unknown,34,12,4,urban
2020,San Francisco,55 - 59 years,Married (including SRDP),66,13,2,urban
2020,San Francisco,55 - 59 years,Widowed,6,13,5,urban
2020,San Francisco,55 - 59 years,Divorced,55,13,1,urban
2020,San Francisco,55 - 59 years,Never Married,131,13,3,urban
2020,San Francisco,55 - 59 years,Unknown,56,13,4,urban
2020,San Francisco,60 - 64 years,Married (including SRDP),125,14,2,urban
2020,San Francisco,60 - 64 years,Widowed,23,14,5,urban
2020,San Francisco,60 - 64 years,Divorced,77,14,1,urban
2020,San Francisco,60 - 64 years,Never Married,146,14,3,urban
2020,San Francisco,60 - 64 years,Unknown,62,14,4,urban
2020,San Francisco,65 - 69 years,Married (including SRDP),149,15,2,urban
2020,San Francisco,65 - 69 years,Widowed,31,15,5,urban
2020,San Francisco,65 - 69 years,Divorced,104,15,1,urban
2020,San Francisco,65 - 69 years,Never Married,158,15,3,urban
2020,San Francisco,65 - 69 years,Unknown,63,15,4,urban
2020,San Francisco,70 - 74 years,Married (including SRDP),204,16,2,urban
2020,San Francisco,70 - 74 years,Widowed,61,16,5,urban
2020,San Francisco,70 - 74 years,Divorced,109,16,1,urban
2020,San Francisco,70 - 74 years,Never Married,138,16,3,urban
2020,San Francisco,70 - 74 years,Unknown,40,16,4,urban
2020,San Francisco,75 - 79 years,Married (including SRDP),206,17,2,urban
2020,San Francisco,75 - 79 years,Widowed,98,17,5,urban
2020,San Francisco,75 - 79 years,Divorced,98,17,1,urban
2020,San Francisco,75 - 79 years,Never Married,109,17,3,urban
2020,San Francisco,75 - 79 years,Unknown,17,17,4,urban
2020,San Francisco,80 - 84 years,Married (including SRDP),289,18,2,urban
2020,San Francisco,80 - 84 years,Widowed,207,18,5,urban
2020,San Francisco,80 - 84 years,Divorced,92,18,1,urban
2020,San Francisco,80 - 84 years,Never Married,107,18,3,urban
2020,San Francisco,80 - 84 years,Unknown,18,18,4,urban
2020,San Francisco,85 - 89 years,Married (including SRDP),288,19,2,urban
2020,San Francisco,85 - 89 years,Widowed,363,19,5,urban
2020,San Francisco,85 - 89 years,Divorced,83,19,1,urban
2020,San Francisco,85 - 89 years,Never Married,82,19,3,urban
