Year_of_Death,County_of_Residence,Age,Education_Level,Total_Deaths_Education
2015,Glenn,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Glenn,Less than 1 year,Bachelor's Degree,0
2015,Glenn,Less than 1 year,Graduate Degree,0
2015,Glenn,Less than 1 year,Unknown,0
2015,Glenn,1 - 4 years,Less than High School,0
2015,Glenn,1 - 4 years,High School Graduate or GED Completed,0
2015,Glenn,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Glenn,1 - 4 years,Bachelor's Degree,0
2015,Glenn,1 - 4 years,Graduate Degree,0
2015,Glenn,1 - 4 years,Unknown,0
2015,Glenn,5 - 9 years,Less than High School,10
2015,Glenn,5 - 9 years,High School Graduate or GED Completed,0
2015,Glenn,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Glenn,5 - 9 years,Bachelor's Degree,0
2015,Glenn,5 - 9 years,Graduate Degree,0
2015,Glenn,5 - 9 years,Unknown,0
2015,Glenn,10 - 14 years,Less than High School,10
2015,Glenn,10 - 14 years,High School Graduate or GED Completed,0
2015,Glenn,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Glenn,10 - 14 years,Bachelor's Degree,0
2015,Glenn,10 - 14 years,Graduate Degree,0
2015,Glenn,10 - 14 years,Unknown,0
2015,Glenn,15 - 19 years,Less than High School,10
2015,Glenn,15 - 19 years,High School Graduate or GED Completed,0
2015,Glenn,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2015,Glenn,15 - 19 years,Bachelor's Degree,0
2015,Glenn,15 - 19 years,Graduate Degree,0
2015,Glenn,15 - 19 years,Unknown,0
2015,Glenn,20 - 24 years,Less than High School,0
2015,Glenn,20 - 24 years,High School Graduate or GED Completed,10
2015,Glenn,20 - 24 years,"Some College Credit, No 4-Year Degree",0
2015,Glenn,20 - 24 years,Bachelor's Degree,0
2015,Glenn,20 - 24 years,Graduate Degree,0
2015,Glenn,20 - 24 years,Unknown,0
2015,Glenn,25 - 29 years,Less than High School,0
2015,Glenn,25 - 29 years,High School Graduate or GED Completed,10
2015,Glenn,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,25 - 29 years,Bachelor's Degree,0
2015,Glenn,25 - 29 years,Graduate Degree,0
2015,Glenn,25 - 29 years,Unknown,0
2015,Glenn,30 - 34 years,Less than High School,10
2015,Glenn,30 - 34 years,High School Graduate or GED Completed,0
2015,Glenn,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,30 - 34 years,Bachelor's Degree,0
2015,Glenn,30 - 34 years,Graduate Degree,0
2015,Glenn,30 - 34 years,Unknown,0
2015,Glenn,35 - 39 years,Less than High School,0
2015,Glenn,35 - 39 years,High School Graduate or GED Completed,10
2015,Glenn,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,35 - 39 years,Bachelor's Degree,0
2015,Glenn,35 - 39 years,Graduate Degree,0
2015,Glenn,35 - 39 years,Unknown,0
2015,Glenn,40 - 44 years,Less than High School,10
2015,Glenn,40 - 44 years,High School Graduate or GED Completed,10
2015,Glenn,40 - 44 years,"Some College Credit, No 4-Year Degree",0
2015,Glenn,40 - 44 years,Bachelor's Degree,10
2015,Glenn,40 - 44 years,Graduate Degree,10
2015,Glenn,40 - 44 years,Unknown,0
2015,Glenn,45 - 49 years,Less than High School,0
2015,Glenn,45 - 49 years,High School Graduate or GED Completed,10
2015,Glenn,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,45 - 49 years,Bachelor's Degree,10
2015,Glenn,45 - 49 years,Graduate Degree,0
2015,Glenn,45 - 49 years,Unknown,0
2015,Glenn,50 - 54 years,Less than High School,0
2015,Glenn,50 - 54 years,High School Graduate or GED Completed,10
2015,Glenn,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,50 - 54 years,Bachelor's Degree,10
2015,Glenn,50 - 54 years,Graduate Degree,10
2015,Glenn,50 - 54 years,Unknown,0
2015,Glenn,55 - 59 years,Less than High School,10
2015,Glenn,55 - 59 years,High School Graduate or GED Completed,10
2015,Glenn,55 - 59 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,55 - 59 years,Bachelor's Degree,0
2015,Glenn,55 - 59 years,Graduate Degree,10
2015,Glenn,55 - 59 years,Unknown,10
2015,Glenn,60 - 64 years,Less than High School,0
2015,Glenn,60 - 64 years,High School Graduate or GED Completed,10
2015,Glenn,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,60 - 64 years,Bachelor's Degree,10
2015,Glenn,60 - 64 years,Graduate Degree,0
2015,Glenn,60 - 64 years,Unknown,0
2015,Glenn,65 - 69 years,Less than High School,10
2015,Glenn,65 - 69 years,High School Graduate or GED Completed,11
2015,Glenn,65 - 69 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,65 - 69 years,Bachelor's Degree,10
2015,Glenn,65 - 69 years,Graduate Degree,10
2015,Glenn,65 - 69 years,Unknown,0
2015,Glenn,70 - 74 years,Less than High School,10
2015,Glenn,70 - 74 years,High School Graduate or GED Completed,11
2015,Glenn,70 - 74 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,70 - 74 years,Bachelor's Degree,10
2015,Glenn,70 - 74 years,Graduate Degree,0
2015,Glenn,70 - 74 years,Unknown,10
2015,Glenn,75 - 79 years,Less than High School,10
2015,Glenn,75 - 79 years,High School Graduate or GED Completed,20
2015,Glenn,75 - 79 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,75 - 79 years,Bachelor's Degree,10
2015,Glenn,75 - 79 years,Graduate Degree,10
2015,Glenn,75 - 79 years,Unknown,0
2015,Glenn,80 - 84 years,Less than High School,10
2015,Glenn,80 - 84 years,High School Graduate or GED Completed,12
2015,Glenn,80 - 84 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,80 - 84 years,Bachelor's Degree,10
2015,Glenn,80 - 84 years,Graduate Degree,10
2015,Glenn,80 - 84 years,Unknown,0
2015,Glenn,85 - 89 years,Less than High School,10
2015,Glenn,85 - 89 years,High School Graduate or GED Completed,18
2015,Glenn,85 - 89 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,85 - 89 years,Bachelor's Degree,10
2015,Glenn,85 - 89 years,Graduate Degree,0
2015,Glenn,85 - 89 years,Unknown,0
2015,Glenn,90 - 94 years,Less than High School,10
2015,Glenn,90 - 94 years,High School Graduate or GED Completed,13
2015,Glenn,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,90 - 94 years,Bachelor's Degree,10
2015,Glenn,90 - 94 years,Graduate Degree,10
2015,Glenn,90 - 94 years,Unknown,0
2015,Glenn,95 - 99 years,Less than High School,10
2015,Glenn,95 - 99 years,High School Graduate or GED Completed,10
2015,Glenn,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2015,Glenn,95 - 99 years,Bachelor's Degree,10
2015,Glenn,95 - 99 years,Graduate Degree,0
2015,Glenn,95 - 99 years,Unknown,0
2015,Glenn,100 years and over,Less than High School,10
2015,Glenn,100 years and over,High School Graduate or GED Completed,10
2015,Glenn,100 years and over,"Some College Credit, No 4-Year Degree",0
2015,Glenn,100 years and over,Bachelor's Degree,0
2015,Glenn,100 years and over,Graduate Degree,0
2015,Glenn,100 years and over,Unknown,0
2015,Humboldt,Less than 1 year,Less than High School,10
2015,Humboldt,Less than 1 year,High School Graduate or GED Completed,0
2015,Humboldt,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Humboldt,Less than 1 year,Bachelor's Degree,0
2015,Humboldt,Less than 1 year,Graduate Degree,0
2015,Humboldt,Less than 1 year,Unknown,0
2015,Humboldt,1 - 4 years,Less than High School,10
2015,Humboldt,1 - 4 years,High School Graduate or GED Completed,0
2015,Humboldt,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Humboldt,1 - 4 years,Bachelor's Degree,0
2015,Humboldt,1 - 4 years,Graduate Degree,0
2015,Humboldt,1 - 4 years,Unknown,0
2015,Humboldt,5 - 9 years,Less than High School,0
2015,Humboldt,5 - 9 years,High School Graduate or GED Completed,0
2015,Humboldt,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Humboldt,5 - 9 years,Bachelor's Degree,0
2015,Humboldt,5 - 9 years,Graduate Degree,0
2015,Humboldt,5 - 9 years,Unknown,0
2015,Humboldt,10 - 14 years,Less than High School,10
2015,Humboldt,10 - 14 years,High School Graduate or GED Completed,0
2015,Humboldt,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Humboldt,10 - 14 years,Bachelor's Degree,0
2015,Humboldt,10 - 14 years,Graduate Degree,0
2015,Humboldt,10 - 14 years,Unknown,0
2015,Humboldt,15 - 19 years,Less than High School,10
2015,Humboldt,15 - 19 years,High School Graduate or GED Completed,10
2015,Humboldt,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,15 - 19 years,Bachelor's Degree,0
2015,Humboldt,15 - 19 years,Graduate Degree,0
2015,Humboldt,15 - 19 years,Unknown,0
2015,Humboldt,20 - 24 years,Less than High School,10
2015,Humboldt,20 - 24 years,High School Graduate or GED Completed,10
2015,Humboldt,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,20 - 24 years,Bachelor's Degree,0
2015,Humboldt,20 - 24 years,Graduate Degree,0
2015,Humboldt,20 - 24 years,Unknown,0
2015,Humboldt,25 - 29 years,Less than High School,10
2015,Humboldt,25 - 29 years,High School Graduate or GED Completed,10
2015,Humboldt,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,25 - 29 years,Bachelor's Degree,10
2015,Humboldt,25 - 29 years,Graduate Degree,0
2015,Humboldt,25 - 29 years,Unknown,0
2015,Humboldt,30 - 34 years,Less than High School,10
2015,Humboldt,30 - 34 years,High School Graduate or GED Completed,11
2015,Humboldt,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,30 - 34 years,Bachelor's Degree,10
2015,Humboldt,30 - 34 years,Graduate Degree,0
2015,Humboldt,30 - 34 years,Unknown,0
2015,Humboldt,35 - 39 years,Less than High School,10
2015,Humboldt,35 - 39 years,High School Graduate or GED Completed,12
2015,Humboldt,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,35 - 39 years,Bachelor's Degree,10
2015,Humboldt,35 - 39 years,Graduate Degree,0
2015,Humboldt,35 - 39 years,Unknown,0
2015,Humboldt,40 - 44 years,Less than High School,10
2015,Humboldt,40 - 44 years,High School Graduate or GED Completed,15
2015,Humboldt,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,40 - 44 years,Bachelor's Degree,10
2015,Humboldt,40 - 44 years,Graduate Degree,0
2015,Humboldt,40 - 44 years,Unknown,0
2015,Humboldt,45 - 49 years,Less than High School,10
2015,Humboldt,45 - 49 years,High School Graduate or GED Completed,14
2015,Humboldt,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,45 - 49 years,Bachelor's Degree,0
2015,Humboldt,45 - 49 years,Graduate Degree,10
2015,Humboldt,45 - 49 years,Unknown,0
2015,Humboldt,50 - 54 years,Less than High School,10
2015,Humboldt,50 - 54 years,High School Graduate or GED Completed,21
2015,Humboldt,50 - 54 years,"Some College Credit, No 4-Year Degree",12
2015,Humboldt,50 - 54 years,Bachelor's Degree,10
2015,Humboldt,50 - 54 years,Graduate Degree,10
2015,Humboldt,50 - 54 years,Unknown,10
2015,Humboldt,55 - 59 years,Less than High School,12
2015,Humboldt,55 - 59 years,High School Graduate or GED Completed,37
2015,Humboldt,55 - 59 years,"Some College Credit, No 4-Year Degree",23
2015,Humboldt,55 - 59 years,Bachelor's Degree,11
2015,Humboldt,55 - 59 years,Graduate Degree,10
2015,Humboldt,55 - 59 years,Unknown,10
2015,Humboldt,60 - 64 years,Less than High School,13
2015,Humboldt,60 - 64 years,High School Graduate or GED Completed,46
2015,Humboldt,60 - 64 years,"Some College Credit, No 4-Year Degree",39
2015,Humboldt,60 - 64 years,Bachelor's Degree,10
2015,Humboldt,60 - 64 years,Graduate Degree,10
2015,Humboldt,60 - 64 years,Unknown,10
2015,Humboldt,65 - 69 years,Less than High School,11
2015,Humboldt,65 - 69 years,High School Graduate or GED Completed,43
2015,Humboldt,65 - 69 years,"Some College Credit, No 4-Year Degree",48
2015,Humboldt,65 - 69 years,Bachelor's Degree,30
2015,Humboldt,65 - 69 years,Graduate Degree,10
2015,Humboldt,65 - 69 years,Unknown,10
2015,Humboldt,70 - 74 years,Less than High School,15
2015,Humboldt,70 - 74 years,High School Graduate or GED Completed,54
2015,Humboldt,70 - 74 years,"Some College Credit, No 4-Year Degree",31
2015,Humboldt,70 - 74 years,Bachelor's Degree,22
2015,Humboldt,70 - 74 years,Graduate Degree,10
2015,Humboldt,70 - 74 years,Unknown,10
2015,Humboldt,75 - 79 years,Less than High School,15
2015,Humboldt,75 - 79 years,High School Graduate or GED Completed,45
2015,Humboldt,75 - 79 years,"Some College Credit, No 4-Year Degree",23
2015,Humboldt,75 - 79 years,Bachelor's Degree,12
2015,Humboldt,75 - 79 years,Graduate Degree,14
2015,Humboldt,75 - 79 years,Unknown,10
2015,Humboldt,80 - 84 years,Less than High School,20
2015,Humboldt,80 - 84 years,High School Graduate or GED Completed,59
2015,Humboldt,80 - 84 years,"Some College Credit, No 4-Year Degree",21
2015,Humboldt,80 - 84 years,Bachelor's Degree,10
2015,Humboldt,80 - 84 years,Graduate Degree,10
2015,Humboldt,80 - 84 years,Unknown,10
2015,Humboldt,85 - 89 years,Less than High School,30
2015,Humboldt,85 - 89 years,High School Graduate or GED Completed,69
2015,Humboldt,85 - 89 years,"Some College Credit, No 4-Year Degree",21
2015,Humboldt,85 - 89 years,Bachelor's Degree,22
2015,Humboldt,85 - 89 years,Graduate Degree,19
2015,Humboldt,85 - 89 years,Unknown,10
2015,Humboldt,90 - 94 years,Less than High School,22
2015,Humboldt,90 - 94 years,High School Graduate or GED Completed,54
2015,Humboldt,90 - 94 years,"Some College Credit, No 4-Year Degree",30
2015,Humboldt,90 - 94 years,Bachelor's Degree,17
2015,Humboldt,90 - 94 years,Graduate Degree,12
2015,Humboldt,90 - 94 years,Unknown,10
2015,Humboldt,95 - 99 years,Less than High School,11
2015,Humboldt,95 - 99 years,High School Graduate or GED Completed,24
2015,Humboldt,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,95 - 99 years,Bachelor's Degree,10
2015,Humboldt,95 - 99 years,Graduate Degree,10
2015,Humboldt,95 - 99 years,Unknown,10
2015,Humboldt,100 years and over,Less than High School,10
2015,Humboldt,100 years and over,High School Graduate or GED Completed,10
2015,Humboldt,100 years and over,"Some College Credit, No 4-Year Degree",10
2015,Humboldt,100 years and over,Bachelor's Degree,10
2015,Humboldt,100 years and over,Graduate Degree,10
2015,Humboldt,100 years and over,Unknown,0
2015,Imperial,Less than 1 year,Less than High School,11
2015,Imperial,Less than 1 year,High School Graduate or GED Completed,0
2015,Imperial,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Imperial,Less than 1 year,Bachelor's Degree,0
2015,Imperial,Less than 1 year,Graduate Degree,0
2015,Imperial,Less than 1 year,Unknown,0
2015,Imperial,1 - 4 years,Less than High School,10
2015,Imperial,1 - 4 years,High School Graduate or GED Completed,0
2015,Imperial,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Imperial,1 - 4 years,Bachelor's Degree,0
2015,Imperial,1 - 4 years,Graduate Degree,0
2015,Imperial,1 - 4 years,Unknown,0
2015,Imperial,5 - 9 years,Less than High School,10
2015,Imperial,5 - 9 years,High School Graduate or GED Completed,0
2015,Imperial,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Imperial,5 - 9 years,Bachelor's Degree,0
2015,Imperial,5 - 9 years,Graduate Degree,0
2015,Imperial,5 - 9 years,Unknown,0
2015,Imperial,10 - 14 years,Less than High School,10
2015,Imperial,10 - 14 years,High School Graduate or GED Completed,0
2015,Imperial,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Imperial,10 - 14 years,Bachelor's Degree,0
2015,Imperial,10 - 14 years,Graduate Degree,0
2015,Imperial,10 - 14 years,Unknown,0
2015,Imperial,15 - 19 years,Less than High School,0
2015,Imperial,15 - 19 years,High School Graduate or GED Completed,10
2015,Imperial,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,15 - 19 years,Bachelor's Degree,0
2015,Imperial,15 - 19 years,Graduate Degree,0
2015,Imperial,15 - 19 years,Unknown,0
2015,Imperial,20 - 24 years,Less than High School,10
2015,Imperial,20 - 24 years,High School Graduate or GED Completed,10
2015,Imperial,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,20 - 24 years,Bachelor's Degree,0
2015,Imperial,20 - 24 years,Graduate Degree,0
2015,Imperial,20 - 24 years,Unknown,0
2015,Imperial,25 - 29 years,Less than High School,10
2015,Imperial,25 - 29 years,High School Graduate or GED Completed,10
2015,Imperial,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,25 - 29 years,Bachelor's Degree,0
2015,Imperial,25 - 29 years,Graduate Degree,10
2015,Imperial,25 - 29 years,Unknown,0
2015,Imperial,30 - 34 years,Less than High School,10
2015,Imperial,30 - 34 years,High School Graduate or GED Completed,10
2015,Imperial,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,30 - 34 years,Bachelor's Degree,10
2015,Imperial,30 - 34 years,Graduate Degree,0
2015,Imperial,30 - 34 years,Unknown,0
2015,Imperial,35 - 39 years,Less than High School,10
2015,Imperial,35 - 39 years,High School Graduate or GED Completed,10
2015,Imperial,35 - 39 years,"Some College Credit, No 4-Year Degree",0
2015,Imperial,35 - 39 years,Bachelor's Degree,10
2015,Imperial,35 - 39 years,Graduate Degree,0
2015,Imperial,35 - 39 years,Unknown,0
2015,Imperial,40 - 44 years,Less than High School,10
2015,Imperial,40 - 44 years,High School Graduate or GED Completed,10
2015,Imperial,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,40 - 44 years,Bachelor's Degree,10
2015,Imperial,40 - 44 years,Graduate Degree,10
2015,Imperial,40 - 44 years,Unknown,0
2015,Imperial,45 - 49 years,Less than High School,11
2015,Imperial,45 - 49 years,High School Graduate or GED Completed,15
2015,Imperial,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,45 - 49 years,Bachelor's Degree,10
2015,Imperial,45 - 49 years,Graduate Degree,10
2015,Imperial,45 - 49 years,Unknown,0
2015,Imperial,50 - 54 years,Less than High School,14
2015,Imperial,50 - 54 years,High School Graduate or GED Completed,19
2015,Imperial,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,50 - 54 years,Bachelor's Degree,10
2015,Imperial,50 - 54 years,Graduate Degree,0
2015,Imperial,50 - 54 years,Unknown,10
2015,Imperial,55 - 59 years,Less than High School,30
2015,Imperial,55 - 59 years,High School Graduate or GED Completed,16
2015,Imperial,55 - 59 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,55 - 59 years,Bachelor's Degree,10
2015,Imperial,55 - 59 years,Graduate Degree,10
2015,Imperial,55 - 59 years,Unknown,10
2015,Imperial,60 - 64 years,Less than High School,36
2015,Imperial,60 - 64 years,High School Graduate or GED Completed,25
2015,Imperial,60 - 64 years,"Some College Credit, No 4-Year Degree",21
2015,Imperial,60 - 64 years,Bachelor's Degree,10
2015,Imperial,60 - 64 years,Graduate Degree,10
2015,Imperial,60 - 64 years,Unknown,10
2015,Imperial,65 - 69 years,Less than High School,41
2015,Imperial,65 - 69 years,High School Graduate or GED Completed,26
2015,Imperial,65 - 69 years,"Some College Credit, No 4-Year Degree",23
2015,Imperial,65 - 69 years,Bachelor's Degree,10
2015,Imperial,65 - 69 years,Graduate Degree,10
2015,Imperial,65 - 69 years,Unknown,10
2015,Imperial,70 - 74 years,Less than High School,49
2015,Imperial,70 - 74 years,High School Graduate or GED Completed,21
2015,Imperial,70 - 74 years,"Some College Credit, No 4-Year Degree",12
2015,Imperial,70 - 74 years,Bachelor's Degree,10
2015,Imperial,70 - 74 years,Graduate Degree,10
2015,Imperial,70 - 74 years,Unknown,10
2015,Imperial,75 - 79 years,Less than High School,61
2015,Imperial,75 - 79 years,High School Graduate or GED Completed,25
2015,Imperial,75 - 79 years,"Some College Credit, No 4-Year Degree",13
2015,Imperial,75 - 79 years,Bachelor's Degree,10
2015,Imperial,75 - 79 years,Graduate Degree,10
2015,Imperial,75 - 79 years,Unknown,10
2015,Imperial,80 - 84 years,Less than High School,84
2015,Imperial,80 - 84 years,High School Graduate or GED Completed,18
2015,Imperial,80 - 84 years,"Some College Credit, No 4-Year Degree",12
2015,Imperial,80 - 84 years,Bachelor's Degree,10
2015,Imperial,80 - 84 years,Graduate Degree,10
2015,Imperial,80 - 84 years,Unknown,10
2015,Imperial,85 - 89 years,Less than High School,102
2015,Imperial,85 - 89 years,High School Graduate or GED Completed,29
2015,Imperial,85 - 89 years,"Some College Credit, No 4-Year Degree",15
2015,Imperial,85 - 89 years,Bachelor's Degree,10
2015,Imperial,85 - 89 years,Graduate Degree,10
2015,Imperial,85 - 89 years,Unknown,10
2015,Imperial,90 - 94 years,Less than High School,63
2015,Imperial,90 - 94 years,High School Graduate or GED Completed,24
2015,Imperial,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,90 - 94 years,Bachelor's Degree,10
2015,Imperial,90 - 94 years,Graduate Degree,10
2015,Imperial,90 - 94 years,Unknown,10
2015,Imperial,95 - 99 years,Less than High School,26
2015,Imperial,95 - 99 years,High School Graduate or GED Completed,10
2015,Imperial,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2015,Imperial,95 - 99 years,Bachelor's Degree,10
2015,Imperial,95 - 99 years,Graduate Degree,0
2015,Imperial,95 - 99 years,Unknown,10
2015,Imperial,100 years and over,Less than High School,10
2015,Imperial,100 years and over,High School Graduate or GED Completed,10
2015,Imperial,100 years and over,"Some College Credit, No 4-Year Degree",0
2015,Imperial,100 years and over,Bachelor's Degree,0
2015,Imperial,100 years and over,Graduate Degree,0
2015,Imperial,100 years and over,Unknown,0
2015,Inyo,Less than 1 year,Less than High School,0
2015,Inyo,Less than 1 year,High School Graduate or GED Completed,0
2015,Inyo,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Inyo,Less than 1 year,Bachelor's Degree,0
2015,Inyo,Less than 1 year,Graduate Degree,0
2015,Inyo,Less than 1 year,Unknown,0
2015,Inyo,1 - 4 years,Less than High School,0
2015,Inyo,1 - 4 years,High School Graduate or GED Completed,0
2015,Inyo,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,1 - 4 years,Bachelor's Degree,0
2015,Inyo,1 - 4 years,Graduate Degree,0
2015,Inyo,1 - 4 years,Unknown,0
2015,Inyo,5 - 9 years,Less than High School,0
2015,Inyo,5 - 9 years,High School Graduate or GED Completed,0
2015,Inyo,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,5 - 9 years,Bachelor's Degree,0
2015,Inyo,5 - 9 years,Graduate Degree,0
2015,Inyo,5 - 9 years,Unknown,0
2015,Inyo,10 - 14 years,Less than High School,0
2015,Inyo,10 - 14 years,High School Graduate or GED Completed,0
2015,Inyo,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,10 - 14 years,Bachelor's Degree,0
2015,Inyo,10 - 14 years,Graduate Degree,0
2015,Inyo,10 - 14 years,Unknown,0
2015,Inyo,15 - 19 years,Less than High School,0
2015,Inyo,15 - 19 years,High School Graduate or GED Completed,0
2015,Inyo,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,15 - 19 years,Bachelor's Degree,0
2015,Inyo,15 - 19 years,Graduate Degree,0
2015,Inyo,15 - 19 years,Unknown,0
2015,Inyo,20 - 24 years,Less than High School,0
2015,Inyo,20 - 24 years,High School Graduate or GED Completed,0
2015,Inyo,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,20 - 24 years,Bachelor's Degree,0
2015,Inyo,20 - 24 years,Graduate Degree,0
2015,Inyo,20 - 24 years,Unknown,0
2015,Inyo,25 - 29 years,Less than High School,0
2015,Inyo,25 - 29 years,High School Graduate or GED Completed,0
2015,Inyo,25 - 29 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,25 - 29 years,Bachelor's Degree,0
2015,Inyo,25 - 29 years,Graduate Degree,0
2015,Inyo,25 - 29 years,Unknown,0
2015,Inyo,30 - 34 years,Less than High School,0
2015,Inyo,30 - 34 years,High School Graduate or GED Completed,10
2015,Inyo,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,30 - 34 years,Bachelor's Degree,0
2015,Inyo,30 - 34 years,Graduate Degree,0
2015,Inyo,30 - 34 years,Unknown,0
2015,Inyo,35 - 39 years,Less than High School,0
2015,Inyo,35 - 39 years,High School Graduate or GED Completed,0
2015,Inyo,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,35 - 39 years,Bachelor's Degree,0
2015,Inyo,35 - 39 years,Graduate Degree,0
2015,Inyo,35 - 39 years,Unknown,0
2015,Inyo,40 - 44 years,Less than High School,0
2015,Inyo,40 - 44 years,High School Graduate or GED Completed,10
2015,Inyo,40 - 44 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,40 - 44 years,Bachelor's Degree,0
2015,Inyo,40 - 44 years,Graduate Degree,0
2015,Inyo,40 - 44 years,Unknown,0
2015,Inyo,45 - 49 years,Less than High School,10
2015,Inyo,45 - 49 years,High School Graduate or GED Completed,0
2015,Inyo,45 - 49 years,"Some College Credit, No 4-Year Degree",0
2015,Inyo,45 - 49 years,Bachelor's Degree,0
2015,Inyo,45 - 49 years,Graduate Degree,0
2015,Inyo,45 - 49 years,Unknown,0
2015,Inyo,50 - 54 years,Less than High School,10
2015,Inyo,50 - 54 years,High School Graduate or GED Completed,10
2015,Inyo,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,50 - 54 years,Bachelor's Degree,0
2015,Inyo,50 - 54 years,Graduate Degree,0
2015,Inyo,50 - 54 years,Unknown,0
2015,Inyo,55 - 59 years,Less than High School,0
2015,Inyo,55 - 59 years,High School Graduate or GED Completed,10
2015,Inyo,55 - 59 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,55 - 59 years,Bachelor's Degree,0
2015,Inyo,55 - 59 years,Graduate Degree,0
2015,Inyo,55 - 59 years,Unknown,10
2015,Inyo,60 - 64 years,Less than High School,10
2015,Inyo,60 - 64 years,High School Graduate or GED Completed,10
2015,Inyo,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,60 - 64 years,Bachelor's Degree,10
2015,Inyo,60 - 64 years,Graduate Degree,0
2015,Inyo,60 - 64 years,Unknown,10
2015,Inyo,65 - 69 years,Less than High School,10
2015,Inyo,65 - 69 years,High School Graduate or GED Completed,10
2015,Inyo,65 - 69 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,65 - 69 years,Bachelor's Degree,10
2015,Inyo,65 - 69 years,Graduate Degree,10
2015,Inyo,65 - 69 years,Unknown,0
2015,Inyo,70 - 74 years,Less than High School,10
2015,Inyo,70 - 74 years,High School Graduate or GED Completed,10
2015,Inyo,70 - 74 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,70 - 74 years,Bachelor's Degree,10
2015,Inyo,70 - 74 years,Graduate Degree,0
2015,Inyo,70 - 74 years,Unknown,10
2015,Inyo,75 - 79 years,Less than High School,10
2015,Inyo,75 - 79 years,High School Graduate or GED Completed,10
2015,Inyo,75 - 79 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,75 - 79 years,Bachelor's Degree,10
2015,Inyo,75 - 79 years,Graduate Degree,0
